I_normalized,V_normalized_flux_8Phi0,V_normalized_flux_8p1Phi0,V_normalized_flux_8p2Phi0,V_normalized_flux_8p3Phi0,V_normalized_flux_8p4Phi0,V_normalized_flux_8p5Phi0,V_normalized_flux_8p6Phi0,V_normalized_flux_8p7Phi0,V_normalized_flux_8p8Phi0,V_normalized_flux_8p9Phi0,V_normalized_flux_9Phi0,V_normalized_flux_9p1Phi0,V_normalized_flux_9p2Phi0,V_normalized_flux_9p3Phi0,V_normalized_flux_9p4Phi0,V_normalized_flux_9p5Phi0,V_normalized_flux_9p6Phi0,V_normalized_flux_9p7Phi0,V_normalized_flux_9p8Phi0,V_normalized_flux_9p9Phi0,V_normalized_flux_10Phi0
4.400000000000000022e-01,-9.564863318996106221e-13,5.568293625345972053e+00,8.771733589067386205e+00,8.789782868341294630e+00,8.793600511979576595e+00,8.794450303166431837e+00,8.793590553752430594e+00,8.789769615688081572e+00,8.771676987953341609e+00,5.567759690100429815e+00,9.160284257263837122e-13,5.566975321480192918e+00,8.771642217958893539e+00,8.789839791202375352e+00,8.793642313165076274e+00,8.794419174651553206e+00,8.793653778250755337e+00,8.789857075114534624e+00,8.771539373343806290e+00,5.568732586978463850e+00,-9.835405050814373008e-13
4.500000000000000111e-01,-6.581942608758309504e-13,8.996735075744910048e+00,8.997176296057084244e+00,8.999616184931802820e+00,8.999793457222727611e+00,8.999829638558427547e+00,8.999766311263741159e+00,8.999560702289567615e+00,8.997216547999695280e+00,8.996811454280260634e+00,2.527363363137104635e-13,8.996789825485505432e+00,8.997170380530354450e+00,8.999564776911180175e+00,8.999778529422854945e+00,8.999794817801726410e+00,8.999809508179422934e+00,8.999619155666430004e+00,8.997090729623927530e+00,8.996762808900708563e+00,-6.829058774028343775e-13
4.600000000000000200e-01,-2.204492127002272962e-13,9.168717117889762847e+00,9.196249545783331314e+00,9.199532224538964797e+00,9.199778998450270251e+00,9.199756986536081982e+00,9.199753003261353257e+00,9.199510403845083673e+00,9.196265820234300392e+00,9.169575235908105526e+00,-3.942930581688891587e-13,9.168846897621286018e+00,9.196249033886749302e+00,9.199436981159719195e+00,9.199688260570210829e+00,9.199803253810149073e+00,9.199713258311271957e+00,9.199459584705419246e+00,9.196228150902312493e+00,9.169586665853064034e+00,7.245799434029972243e-14
4.700000000000000289e-01,2.242987867610389978e-13,9.390330531299266426e+00,9.344052941830137016e+00,9.396207315191698939e+00,9.398091360880529876e+00,9.398283210506882313e+00,9.398114210672632751e+00,9.396161863596153907e+00,9.344012570630875203e+00,9.390289949468554553e+00,-6.384060074620807366e-13,9.390262684711389696e+00,9.344075536642787227e+00,9.396287950918226883e+00,9.398021003238504534e+00,9.398395274621918816e+00,9.398002875280644375e+00,9.396328645161746707e+00,9.344093823297892953e+00,9.390314816571208922e+00,3.288016430227311956e-13
4.799999999999999822e-01,3.948735567356016654e-13,9.597924074505149505e+00,9.595976126979181231e+00,9.599513567942482339e+00,9.599838582995387171e+00,9.599865043838471834e+00,9.599799279143276465e+00,9.599566730822003180e+00,9.595903820732793577e+00,9.597914375000430098e+00,-9.346766654918538153e-13,9.597908094835176485e+00,9.595923961800899349e+00,9.599647360675259478e+00,9.599758475268409086e+00,9.599804917945608196e+00,9.599798268433799464e+00,9.599595615135655180e+00,9.595974592042628259e+00,9.597910813798060659e+00,5.609916984362736044e-13
4.899999999999999911e-01,2.195566042091529824e-13,9.797797789611244923e+00,9.792057713185403856e+00,9.799155052628726992e+00,9.799492991256499863e+00,9.799632244174087958e+00,9.799510679105136290e+00,9.799140764001517567e+00,9.791981784620233498e+00,9.797766230067990634e+00,-1.062325163344268892e-12,9.797777244793643092e+00,9.791940000756314433e+00,9.799121086808874281e+00,9.799500175744425334e+00,9.799652643944019914e+00,9.799500787276283376e+00,9.799129928639041864e+00,9.792022699662240370e+00,9.797777550595618834e+00,4.038338822019896924e-13
5.000000000000000000e-01,-3.817181642621654294e-13,9.997714443661752881e+00,9.901018594261193684e+00,9.998748499362525521e+00,9.999349547734066590e+00,9.999543705740524757e+00,9.999355625216624688e+00,9.998830490642474089e+00,9.900988379398560468e+00,9.997715588407601217e+00,-6.370318289380364581e-13,9.997727524880636096e+00,9.900970341244770268e+00,9.998862070721170170e+00,9.999493441943933192e+00,9.999499835647718271e+00,9.999486990982425993e+00,9.998780472936401154e+00,9.900979909915786692e+00,9.997726215390541071e+00,-8.018135591918829457e-14
5.100000000000000089e-01,-1.358605933121560030e-12,1.019860389650289179e+01,1.019268994184658439e+01,1.019953918957162209e+01,1.019979883840350610e+01,1.019983317113232424e+01,1.019979380151409032e+01,1.019952804766404242e+01,1.019258739081911713e+01,1.019860297597019638e+01,4.351966261016710618e-13,1.019860339032945973e+01,1.019257630445615348e+01,1.019952652478545829e+01,1.019977693870588631e+01,1.019982351936921816e+01,1.019978254822480146e+01,1.019953779658265525e+01,1.019268153655997189e+01,1.019860344658145834e+01,-1.233665485420772633e-12
5.200000000000000178e-01,-2.096274416144313053e-12,1.039727456418035167e+01,1.037455406264651359e+01,1.039730721096231036e+01,1.039863930876391862e+01,1.039880896203134419e+01,1.039868522183099486e+01,1.039735582353705112e+01,1.037465302498327446e+01,1.039722886719618344e+01,1.836634422456865266e-12,1.039724697201601522e+01,1.037478064835868885e+01,1.039748638484004495e+01,1.039869762534182485e+01,1.039896922618189201e+01,1.039865046388587544e+01,1.039743753721782404e+01,1.037467508444066056e+01,1.039724625237383648e+01,-2.117922330555738850e-12
5.300000000000000266e-01,-1.545718270447141782e-12,1.059872225225702991e+01,1.058415925808580127e+01,1.059928562635635885e+01,1.059968451548376756e+01,1.059971569615864873e+01,1.059970523744300941e+01,1.059928671407679346e+01,1.058428571248330918e+01,1.059873572973781108e+01,2.072377694105342920e-12,1.059872426352522901e+01,1.058427752036531189e+01,1.059932934816498573e+01,1.059969168490411029e+01,1.059977734770239621e+01,1.059967048787435040e+01,1.059932843245269574e+01,1.058414983803923271e+01,1.059872682032350433e+01,-1.309783834094007989e-12
5.400000000000000355e-01,1.405992516767001886e-12,1.079891566643720680e+01,1.077985675165624002e+01,1.079933134160339847e+01,1.079978878872396031e+01,1.079983374265190399e+01,1.079976033753630738e+01,1.079941290928390885e+01,1.077994810108687318e+01,1.079889343600238760e+01,-2.806153340488690513e-13,1.079889665287032052e+01,1.078003146005642421e+01,1.079941366656743895e+01,1.079967391250572994e+01,1.079973586932949559e+01,1.079970176708039631e+01,1.079933171065423458e+01,1.077994225189869404e+01,1.079889376957682678e+01,1.289355647931028613e-12
5.500000000000000444e-01,2.254778916750819361e-12,1.099491846676957074e+01,1.091610854886446802e+01,1.098728050860119509e+01,1.099512691960278588e+01,1.099610485868083032e+01,1.099513208847120715e+01,1.098719182673361772e+01,1.091621548929562735e+01,1.099492825621188885e+01,-2.624153583600186656e-12,1.099492038005181627e+01,1.091652649267048147e+01,1.098704882960781504e+01,1.099514095753306542e+01,1.099612807336385778e+01,1.099513619819643040e+01,1.098713834811052159e+01,1.091640889373808143e+01,1.099492736459017017e+01,2.311790241563237915e-12
5.600000000000000533e-01,-1.750036361875564065e-12,1.119915036153907195e+01,1.095206647918056220e+01,1.119941326505773382e+01,1.119971142875077952e+01,1.119975837888162928e+01,1.119970350500307532e+01,1.119935745070503685e+01,1.095207559071243786e+01,1.119910347865583056e+01,6.442111101057351828e-13,1.119912732699823010e+01,1.095205698222230772e+01,1.119931729950321575e+01,1.119977961955595624e+01,1.119984005615245337e+01,1.119978810112870171e+01,1.119937278523530111e+01,1.095204399552366503e+01,1.119911575617355659e+01,-1.742183053976797717e-12
5.700000000000000622e-01,-1.227658557933427875e-12,1.139903386353723924e+01,1.129783793120609126e+01,1.139879719707587036e+01,1.139939479278116075e+01,1.139949438664345216e+01,1.139938827345310557e+01,1.139878872125289355e+01,1.129807494987191241e+01,1.139900627080322337e+01,2.404574047484624574e-12,1.139901724578963282e+01,1.129786443795790873e+01,1.139864573487950850e+01,1.139954182951035477e+01,1.139965596443932405e+01,1.139954817911232077e+01,1.139865434354492990e+01,1.129762345210256491e+01,1.139901632669652720e+01,-1.421314713035111765e-12
5.799999999999999600e-01,3.118335532778481405e-12,1.159911881075883500e+01,1.137240042583392352e+01,1.159864880048888125e+01,1.159943370461658141e+01,1.159956289922016381e+01,1.159945176973810810e+01,1.159863388132024475e+01,1.137244461029733955e+01,1.159907981862618698e+01,-3.209260746262927268e-12,1.159910891045685588e+01,1.137236632425851290e+01,1.159860540260783957e+01,1.159946284241908820e+01,1.159955806768215503e+01,1.159944441753670219e+01,1.159862018278522200e+01,1.137232325935979560e+01,1.159909064427452741e+01,3.088651537283680809e-12
5.899999999999999689e-01,-3.115948888085961771e-12,1.179931167663738556e+01,1.140527907843275202e+01,1.179914842713226086e+01,1.179972919632684558e+01,1.179972887259387804e+01,1.179967575217461473e+01,1.179913067310563157e+01,1.140486541616098926e+01,1.179937302258314702e+01,2.308400285360059828e-12,1.179933962337792330e+01,1.140557691022301867e+01,1.179926196074033662e+01,1.179969693381216445e+01,1.179982740930436336e+01,1.179975125247035628e+01,1.179927979229626978e+01,1.140592721097703510e+01,1.179935153139195059e+01,-3.147553059513356157e-12
5.999999999999999778e-01,2.797554351877805828e-12,1.199705263864756866e+01,1.141992429762002814e+01,1.198955809518748694e+01,1.199494244047141045e+01,1.199574731544592154e+01,1.199491983945328677e+01,1.198946108584416947e+01,1.142138017961589114e+01,1.199700038677270619e+01,-1.435926058200590907e-12,1.199705340937026321e+01,1.142175405825456203e+01,1.198907422072442941e+01,1.199471065877648712e+01,1.199577144909873816e+01,1.199473239059778962e+01,1.198917162653226853e+01,1.142238238803971662e+01,1.199700009356041441e+01,2.873832268016033495e-12
6.099999999999999867e-01,-2.814161632051723129e-12,1.219937912224833809e+01,1.142283654465061282e+01,1.219897206914497367e+01,1.219974294063906761e+01,1.219972642261007678e+01,1.219974192754957443e+01,1.219910034916373931e+01,1.142654434498761695e+01,1.219941745638125496e+01,1.204315499918723738e-12,1.219937865015153733e+01,1.142308320366770502e+01,1.219911675685452579e+01,1.219961358044068689e+01,1.219978085404459556e+01,1.219961458340400284e+01,1.219898805625590654e+01,1.142678706701535063e+01,1.219939320715412912e+01,-2.829181693238507371e-12
6.199999999999999956e-01,3.505529740238848482e-12,1.239940128426256827e+01,1.142304898035679450e+01,1.239835620275576744e+01,1.239942711267279485e+01,1.239959370102016578e+01,1.239944354418051375e+01,1.239834069000612793e+01,1.143421293832113150e+01,1.239941053136914739e+01,-2.285862879406995110e-12,1.239940640015038298e+01,1.142211801068076582e+01,1.239833587469889054e+01,1.239944934067392168e+01,1.239954178258984463e+01,1.239943264939019407e+01,1.239835157037163071e+01,1.143395500381802776e+01,1.239940655740564601e+01,3.459505416679638466e-12
6.300000000000000044e-01,-4.009936910460090630e-12,1.259938798317731568e+01,1.144176415079869180e+01,1.259790926998354621e+01,1.259929309923736618e+01,1.259953508820894363e+01,1.259934638767176018e+01,1.259802300145460663e+01,1.145555753324865478e+01,1.259945742648690192e+01,3.765789305387245830e-12,1.259941880346023346e+01,1.144188797451258566e+01,1.259805227235426273e+01,1.259938936730007342e+01,1.259945355168172654e+01,1.259933553526579608e+01,1.259793838340163497e+01,1.145565485059461963e+01,1.259945987150625157e+01,-4.131228867718525881e-12
6.400000000000000133e-01,1.835094979739729616e-12,1.279952114227269888e+01,1.145789667160020464e+01,1.279873274618743650e+01,1.279967751409003540e+01,1.279969108439443914e+01,1.279968430094043974e+01,1.279877737913204960e+01,1.145668705379699226e+01,1.279954367860413100e+01,-3.762068768020107459e-12,1.279952646938143168e+01,1.145947748589050619e+01,1.279872493846045067e+01,1.279958940319938065e+01,1.279976340795345813e+01,1.279958221145239250e+01,1.279867973002508741e+01,1.145590441189981235e+01,1.279953142193439142e+01,-4.092952315830920582e-12
6.500000000000000222e-01,2.883864131811701230e-12,1.299826280528223243e+01,1.145699071421197068e+01,1.298003048145005245e+01,1.299324817422050415e+01,1.299473835120226362e+01,1.299319368073394898e+01,1.298008098152440937e+01,1.146528453989911611e+01,1.299809700682678582e+01,-7.499402113026886324e-13,1.299825058734818306e+01,1.146013234831518268e+01,1.298011620057461890e+01,1.299283940720658315e+01,1.299481069699193014e+01,1.299289358347123269e+01,1.298006580287824896e+01,1.146534468707219645e+01,1.299810487490241329e+01,1.193237072025587765e-12
6.600000000000000311e-01,-3.454174422831942795e-12,1.319956947979074613e+01,1.146752638265249047e+01,1.319850620436940858e+01,1.319957487352008130e+01,1.319966035216406475e+01,1.319962912277424572e+01,1.319841259933430422e+01,1.146430497882736788e+01,1.319961963261225613e+01,4.644773009538791080e-12,1.319957947517636754e+01,1.146761209952451033e+01,1.319844494853337480e+01,1.319964673620263262e+01,1.319977141509958685e+01,1.319959193154210730e+01,1.319853868440865696e+01,1.146500644266148328e+01,1.319960143788700790e+01,4.329824065414325466e-12
6.700000000000000400e-01,-3.927116129872641206e-12,1.339947578100037973e+01,1.146478305158963096e+01,1.339524987831406477e+01,1.339861600122777219e+01,1.339896494258438153e+01,1.339863121651998945e+01,1.339519805943612418e+01,1.147131997526672720e+01,1.339947554082006143e+01,1.948994111061951866e-12,1.339948164759565685e+01,1.146264056763716610e+01,1.339548862918747574e+01,1.339880015829530358e+01,1.339910603579017057e+01,1.339878421996002267e+01,1.339554214312687641e+01,1.147001473634455948e+01,1.339946521199971485e+01,1.851281660716618708e-13
6.800000000000000488e-01,-6.622053600720916276e-13,1.359963172757268524e+01,1.147222136977694795e+01,1.359772938759375371e+01,1.359942293062568908e+01,1.359959133061146019e+01,1.359949129651615074e+01,1.359761274400059428e+01,1.148022731043944056e+01,1.359959538751304819e+01,-2.511727849970732238e-12,1.359960607114125430e+01,1.147482023268575801e+01,1.359757851444154575e+01,1.359950759713954049e+01,1.359963711714509493e+01,1.359943870060446436e+01,1.359769502605597147e+01,1.147877394980646137e+01,1.359958554663072583e+01,-3.864447089008589718e-12
6.900000000000000577e-01,2.008278894682936915e-12,1.379965344586898368e+01,1.146909428932046993e+01,1.379702461566646932e+01,1.379937247297048941e+01,1.379954938996718106e+01,1.379935819975181488e+01,1.379700949836541923e+01,1.147348968937481217e+01,1.379965735033448127e+01,-4.557527643955990915e-12,1.379965547076893806e+01,1.146945860934385486e+01,1.379686001033801368e+01,1.379933993436396200e+01,1.379953285053994172e+01,1.379935427866830722e+01,1.379687511588171844e+01,1.147141493027158532e+01,1.379965689650616767e+01,-5.159400142327103429e-12
7.000000000000000666e-01,2.970444630979415874e-12,1.399967359628829477e+01,1.396359797054524066e+01,1.399474478139876865e+01,1.399892746249496689e+01,1.399927541580770729e+01,1.399900222509464598e+01,1.399481862644347352e+01,1.396378105962644689e+01,1.399958698073804086e+01,-5.056193842589838078e-12,1.399967392084285223e+01,1.396389999245209879e+01,1.399474842956433740e+01,1.399904382646649736e+01,1.399927607791997985e+01,1.399896884101190686e+01,1.399467429585965128e+01,1.396358832323711852e+01,1.399961547640489989e+01,-5.146445388657823354e-12
7.099999999999999645e-01,2.171354387429069404e-12,1.419970177322382909e+01,1.419754791103267699e+01,1.419647491745809376e+01,1.419943325392149625e+01,1.419959767509260118e+01,1.419942298239625522e+01,1.419655197566808269e+01,1.419755517105390474e+01,1.419970841479971568e+01,-4.959235031072980865e-12,1.419970309125407582e+01,1.419755339489239354e+01,1.419655036873135501e+01,1.419941871469032790e+01,1.419961309944748251e+01,1.419942918780292018e+01,1.419647307562983762e+01,1.419754618249011457e+01,1.419970521991082357e+01,-5.431566985498513245e-12
7.199999999999999734e-01,-1.198569993875144397e-12,1.439946222535295739e+01,1.439148310055575486e+01,1.435449913433896718e+01,1.439691943918030681e+01,1.439771850068180470e+01,1.439685232309262375e+01,1.435475504890452392e+01,1.439147036195140039e+01,1.439956570526888413e+01,-3.746571691119125634e-12,1.439949807907692580e+01,1.439172225941832650e+01,1.435573319009212057e+01,1.439662080284139734e+01,1.439785481855308547e+01,1.439668822238193435e+01,1.435547350691967061e+01,1.439172825265888633e+01,1.439958250495678982e+01,-4.256760994334225890e-12
7.299999999999999822e-01,-5.441557467813244252e-12,1.459974252138123241e+01,1.459827418431839696e+01,1.459500355389623572e+01,1.459940909813530041e+01,1.459955707130876235e+01,1.459937229779560397e+01,1.459499212008205049e+01,1.459827768907067025e+01,1.459975909270222161e+01,1.608728903972549153e-12,1.459975212666795308e+01,1.459825790403565549e+01,1.459495371744437264e+01,1.459934960839560603e+01,1.459961783234720123e+01,1.459938705524216473e+01,1.459496521261309887e+01,1.459825465931922750e+01,1.459976038159952338e+01,-1.817365978569024028e-14
7.399999999999999911e-01,-3.289297174417491693e-12,1.479920632180651552e+01,1.478858940976994951e+01,1.476441951175497103e+01,1.479065771317453581e+01,1.479350745395122502e+01,1.479072854172329521e+01,1.476444047403875892e+01,1.478859066217880169e+01,1.479928894875234313e+01,5.772928200286185398e-12,1.479918039686141817e+01,1.478855610881791094e+01,1.476445994762926794e+01,1.479125318709498238e+01,1.479403760727829820e+01,1.479118420621582075e+01,1.476443857316946762e+01,1.478856412165431955e+01,1.479924478284504907e+01,5.744688589400174649e-12
7.500000000000000000e-01,5.741346876658567992e-12,1.499979281086843486e+01,1.499872210803483163e+01,1.499131851659461567e+01,1.499927827695682403e+01,1.499959080383966992e+01,1.499932687913046614e+01,1.499127723690069480e+01,1.499871366374402371e+01,1.499974610938830288e+01,-1.572292447268371291e-12,1.499978179969330760e+01,1.499865134697979308e+01,1.499131244951519726e+01,1.499927046050705393e+01,1.499947774047395299e+01,1.499922079757713078e+01,1.499135409148973785e+01,1.499865953704760280e+01,1.499975691473820660e+01,-8.857709339018925798e-13
7.600000000000000089e-01,-2.309796589515124419e-12,1.519942408268405210e+01,1.519371744851168060e+01,1.516206802515557150e+01,1.519306235174298614e+01,1.519464283901474921e+01,1.519297134937570881e+01,1.516206163777969529e+01,1.519372660302761169e+01,1.519935029602242693e+01,-3.848900109846145649e-12,1.519941782234943162e+01,1.519370307639703555e+01,1.516203353438691259e+01,1.519230315148982235e+01,1.519507453459697111e+01,1.519239562787962683e+01,1.516204007612339488e+01,1.519368129916082033e+01,1.519934068953614670e+01,-4.380978185327371289e-12
7.700000000000000178e-01,-6.900159703999373613e-13,1.539977294820010201e+01,1.539898207181079037e+01,1.538056258515514507e+01,1.539910649753904970e+01,1.539939100221950063e+01,1.539918409414720735e+01,1.538101956836936068e+01,1.539901484443267421e+01,1.539978373859093885e+01,5.571824294620258462e-12,1.539976182399852078e+01,1.539896051309212588e+01,1.538111848123529768e+01,1.539913691741065627e+01,1.539952884645011899e+01,1.539905819249064756e+01,1.538066136977479914e+01,1.539892992784266745e+01,1.539976811356862640e+01,5.842584888694080375e-12
7.800000000000000266e-01,6.165769554565297681e-13,1.559950494129249066e+01,1.559535298596449060e+01,1.553948803229626741e+01,1.559183291754343514e+01,1.559448878389450677e+01,1.559185310219854337e+01,1.553943693926138891e+01,1.559535799190807737e+01,1.559948098998426147e+01,-5.646756230405632881e-12,1.559951156857517063e+01,1.559534886039944546e+01,1.553950348204052290e+01,1.559244170447056987e+01,1.559484713286271074e+01,1.559242470111906087e+01,1.553955441991107733e+01,1.559533438126306315e+01,1.559949322293611296e+01,-5.945550389647284197e-12
7.900000000000000355e-01,2.706786238209369444e-12,1.579979103423342757e+01,1.579920184375931491e+01,1.558665517592013394e+01,1.579880650734048864e+01,1.579944873208825484e+01,1.579888998202507899e+01,1.558627940327384032e+01,1.579915527387002783e+01,1.579985138223831065e+01,3.459220559054998532e-12,1.579981099306963976e+01,1.579915917952465243e+01,1.558413983804388714e+01,1.579902054502159281e+01,1.579928467526150015e+01,1.579893684802847886e+01,1.558452115294128149e+01,1.579920311923819121e+01,1.579984589400955386e+01,4.366467846230949967e-12
8.000000000000000444e-01,-6.534708200265741770e-12,1.599955043622153283e+01,1.599591330870621952e+01,1.585311131390284167e+01,1.598831113804291881e+01,1.599282759765334383e+01,1.598831100014671058e+01,1.585312205759413295e+01,1.599589099617707610e+01,1.599955054774178720e+01,2.377003859772396040e-12,1.599955055917784108e+01,1.599572708701746038e+01,1.585314609391781104e+01,1.598798512526689919e+01,1.599244346323507848e+01,1.598797938646274552e+01,1.585313536141676316e+01,1.599574397793010228e+01,1.599955070154556935e+01,2.383097648223982307e-12
8.100000000000000533e-01,-5.851607344970400208e-12,1.619986158795655840e+01,1.619927909616920658e+01,1.590157251319861409e+01,1.619856016862965120e+01,1.619933058409112547e+01,1.619848584561165339e+01,1.589980838148049536e+01,1.619929279285588919e+01,1.619982925158414844e+01,-6.627364073329268106e-12,1.619986544506794601e+01,1.619938144285677595e+01,1.590001339609078812e+01,1.619862631611864856e+01,1.619913436449521171e+01,1.619870151099883770e+01,1.590178237800924776e+01,1.619936801229630419e+01,1.619984704130601827e+01,-6.629228589017021787e-12
8.200000000000000622e-01,-5.485973908939798221e-12,1.639977840460705494e+01,1.639860693548747861e+01,1.592110044609998276e+01,1.639361326626123727e+01,1.639672656567876174e+01,1.639352696092652906e+01,1.592091250617966480e+01,1.639860372968187008e+01,1.639973817827853608e+01,-4.803641501317389305e-12,1.639977061151738980e+01,1.639854987865610170e+01,1.592389074252145953e+01,1.639329924360607293e+01,1.639672888388060912e+01,1.639338349302569853e+01,1.592407937433764964e+01,1.639855299261195043e+01,1.639973817948290247e+01,-4.684319953985798406e-12
8.300000000000000711e-01,-3.150618641868057461e-12,1.659985678191816660e+01,1.659945504999875254e+01,1.593502902828912404e+01,1.659808297557040646e+01,1.659899344313762981e+01,1.659793743488806328e+01,1.593469648772943437e+01,1.659942131969081558e+01,1.659981674510797234e+01,-1.894554499480341161e-12,1.659984175555518604e+01,1.659938189173663403e+01,1.593535704600875036e+01,1.659776492231266332e+01,1.659891104375618909e+01,1.659791146710541199e+01,1.593570165561541785e+01,1.659941471204320251e+01,1.659982024551185731e+01,-1.781400485921861511e-12
8.399999999999999689e-01,-3.517068539912431101e-12,1.679985671818747406e+01,1.679943979590614944e+01,1.594646466796713824e+01,1.679694197440377224e+01,1.679852153846139728e+01,1.679698450444849556e+01,1.594617578656816903e+01,1.679943365101192398e+01,1.679983281550721586e+01,-2.280007177273501552e-12,1.679986629012816124e+01,1.679932712708255593e+01,1.594124374372694852e+01,1.679701117244334441e+01,1.679855758512314523e+01,1.679696888538522614e+01,1.594152049090033607e+01,1.679933292930560285e+01,1.679984832841417841e+01,-1.961793501655830466e-12
8.499999999999999778e-01,-6.470362280473080517e-12,1.699982928475494859e+01,1.699929365922690394e+01,1.594683804482277623e+01,1.699543553710227783e+01,1.699767397602047225e+01,1.699525464754950121e+01,1.594953039234296988e+01,1.699931612676865811e+01,1.699982956621672159e+01,-5.757405642801409540e-12,1.699982847582741741e+01,1.699935359609511210e+01,1.595378656745625179e+01,1.699487019138954125e+01,1.699770035661878964e+01,1.699505325233024777e+01,1.595105956727663532e+01,1.699933046364098033e+01,1.699982102413119378e+01,-5.756851552130991476e-12
8.599999999999999867e-01,-2.731616144359927786e-12,1.719984488912353982e+01,1.719961226167507462e+01,1.595382843257852556e+01,1.719688081489303144e+01,1.719868613087050591e+01,1.719679678573285742e+01,1.595474593624113524e+01,1.719961527463248174e+01,1.719989756426917893e+01,-5.440625576627862650e-12,1.719986131496590431e+01,1.719952113624684742e+01,1.595702904712380210e+01,1.719672907795892414e+01,1.719863052144743065e+01,1.719681388247966325e+01,1.595608944407101859e+01,1.719951879515788917e+01,1.719989547434238020e+01,-5.358830914606231878e-12
8.699999999999999956e-01,7.108659833953716802e-12,1.739978888735695151e+01,1.739915826419143485e+01,1.596118853569345220e+01,1.737493349740139337e+01,1.739291843962283934e+01,1.737482785000261387e+01,1.596040712564932207e+01,1.739914303729361222e+01,1.739983790565892008e+01,5.983658662355002677e-12,1.739979566077666107e+01,1.739901166509369190e+01,1.595812515016539734e+01,1.737429703687695337e+01,1.739346226268234119e+01,1.737441096283336250e+01,1.595892687381039288e+01,1.739902567802852573e+01,1.739983560641710980e+01,6.132341754496453947e-12
8.800000000000000044e-01,-6.119266280644579028e-12,1.759985390460719401e+01,1.759960665674880076e+01,1.596667015006671519e+01,1.759369482099864257e+01,1.759760626455192778e+01,1.759362566695314456e+01,1.596613287865270614e+01,1.759960909594153122e+01,1.759987227212556249e+01,-3.809098855234550113e-12,1.759984988227688163e+01,1.759956361467066088e+01,1.595992420630448727e+01,1.759346939411322808e+01,1.759776913507199936e+01,1.759354023539265555e+01,1.596044655014425828e+01,1.759956204694566395e+01,1.759985776641121191e+01,-3.656605937701412202e-12
8.900000000000000133e-01,6.804018892091689764e-12,1.779988468902284637e+01,1.779964459276941113e+01,1.596075925483412661e+01,1.779301344756099468e+01,1.779785768976181259e+01,1.779309791907521898e+01,1.596359973477059313e+01,1.779964593726976929e+01,1.779988108475328090e+01,4.871238808272988196e-12,1.779988572626916721e+01,1.779966297896592664e+01,1.597219728903516334e+01,1.779308579935703705e+01,1.779787353018856777e+01,1.779300115483642131e+01,1.596935493971812647e+01,1.779966170702035910e+01,1.779988314178353903e+01,4.724121608197886131e-12
9.000000000000000222e-01,-4.896790899057719602e-12,1.799990083159037368e+01,1.799954357321070830e+01,1.597383916913352131e+01,1.795576275741301231e+01,1.799375024709740956e+01,1.795542166612991508e+01,1.597337808434768114e+01,1.799956532331804837e+01,1.799980734565528095e+01,-6.505035480247951804e-12,1.799988022338127180e+01,1.799945565116038537e+01,1.596487906084230701e+01,1.795392190739008242e+01,1.799399873973596797e+01,1.795426990460162742e+01,1.596531896119859795e+01,1.799943857608083775e+01,1.799980682998366888e+01,-6.570728524238740361e-12
9.100000000000000311e-01,-5.550431538547562336e-12,1.819986788177445902e+01,1.819951137407683461e+01,1.597532677540888990e+01,1.817713565174973311e+01,1.819348642958140516e+01,1.817716023517312607e+01,1.597529646974421347e+01,1.819951079136802008e+01,1.819987704130976169e+01,-2.726484361294227550e-12,1.819986969177507063e+01,1.819951282772795054e+01,1.596867663820639116e+01,1.817719966026698231e+01,1.819319783067765073e+01,1.817717448371750777e+01,1.596869806647476508e+01,1.819951307303178467e+01,1.819987548627479157e+01,-6.476253968612259145e-12
9.200000000000000400e-01,-3.550617676551442611e-12,1.839991935848654947e+01,1.839969827972517535e+01,1.597081681920036011e+01,1.837507703849535901e+01,1.839564594173164735e+01,1.837522191386536008e+01,1.597175397593895063e+01,1.839972557457889479e+01,1.839988711103113062e+01,2.387083327011877595e-13,1.839992282477945196e+01,1.839972358965499666e+01,1.597818878696849865e+01,1.837494925814884539e+01,1.839582999723230827e+01,1.837480142774404968e+01,1.597724719062335552e+01,1.839969820691404934e+01,1.839990234476947961e+01,-5.964803302358128021e-12
9.300000000000000488e-01,-5.384361933642199864e-12,1.859991716690570485e+01,1.859974657085600569e+01,1.597542729523284954e+01,1.855127259629060532e+01,1.859502773378073215e+01,1.855129186605207536e+01,1.597621420992646257e+01,1.859975868143490985e+01,1.859989385066995027e+01,-2.510210096641801932e-12,1.859991951201761395e+01,1.859973502455245864e+01,1.597850503053117421e+01,1.855146674168832277e+01,1.859505631800665171e+01,1.855144753266917590e+01,1.597769758643957516e+01,1.859972468319855210e+01,1.859990287744740201e+01,-6.035242706685221591e-12
9.400000000000000577e-01,-3.168402525947052688e-12,1.879989117130804033e+01,1.879970802748276881e+01,1.598025010338741403e+01,1.866728016398570134e+01,1.879306929010897775e+01,1.866619180634579322e+01,1.598013266831649304e+01,1.879972589012329465e+01,1.879992934217001377e+01,-5.041349953027949655e-12,1.879990840737313107e+01,1.879979769600996065e+01,1.597881484303056254e+01,1.866545270881821494e+01,1.879314794502892383e+01,1.866655068914948501e+01,1.597892529613288914e+01,1.879978191297778878e+01,1.879993446872600416e+01,-2.844532647901217020e-13
