I_normalized,V_normalized
0.000000000000000000e+00,1.222701400834242237e-04
1.000000000000000021e-02,-5.330193035017773624e-12
2.000000000000000042e-02,-4.276210663934465266e-12
2.999999999999999889e-02,-1.392038083554731877e-12
4.000000000000000083e-02,-3.626464608089998156e-12
5.000000000000000278e-02,-1.676481063617786922e-12
5.999999999999999778e-02,1.360576124126457923e-12
7.000000000000000666e-02,7.976009848079116348e-13
8.000000000000000167e-02,3.505688469174072240e-13
8.999999999999999667e-02,2.389705980184974896e-12
1.000000000000000056e-01,3.532828034462752412e-12
1.100000000000000006e-01,1.329900780159535295e-12
1.199999999999999956e-01,1.705736659638960533e-13
1.300000000000000044e-01,1.751923783040344218e-12
1.400000000000000133e-01,2.628139798431956903e-13
1.499999999999999944e-01,-2.172458078879258882e-12
1.600000000000000033e-01,-2.784253573150228583e-13
1.700000000000000122e-01,-1.042882000586244684e-13
1.799999999999999933e-01,-1.455841936721531048e-12
1.900000000000000022e-01,1.325826683888941140e-12
2.000000000000000111e-01,6.287508666799376216e-13
2.099999999999999922e-01,-6.010552052681050332e-13
2.200000000000000011e-01,6.592655800154427815e-13
2.300000000000000100e-01,-1.168473513390652564e-12
2.399999999999999911e-01,4.698999006023228821e-13
2.500000000000000000e-01,2.212393963785447196e-13
2.600000000000000089e-01,2.063815666883708638e-14
2.700000000000000178e-01,-1.509476590957572647e-13
2.800000000000000266e-01,-2.294175555747827742e-13
2.899999999999999800e-01,4.119393115832925015e-13
2.999999999999999889e-01,-2.094848139908942845e-13
3.099999999999999978e-01,-1.396414724014321662e-13
3.200000000000000067e-01,2.692745230386820254e-13
3.300000000000000155e-01,-2.441041084162770100e-13
3.400000000000000244e-01,-1.596107116194352788e-14
3.500000000000000333e-01,1.638368972190468659e-13
3.599999999999999867e-01,-2.342728040726129125e-13
3.699999999999999956e-01,-2.232202446905283089e-13
3.800000000000000044e-01,2.342460820737384867e-14
3.900000000000000133e-01,2.930882675602632840e-13
4.000000000000000222e-01,-3.703207871977520023e-13
4.100000000000000311e-01,-4.408497431225255847e-13
4.199999999999999845e-01,2.767276994255187311e-13
4.299999999999999933e-01,1.001743849033174631e-12
4.400000000000000022e-01,9.160284257263837122e-13
4.500000000000000111e-01,2.527363363137104635e-13
4.600000000000000200e-01,-3.942930581688891587e-13
4.700000000000000289e-01,-6.384060074620807366e-13
4.799999999999999822e-01,-9.346766654918538153e-13
4.899999999999999911e-01,-1.062325163344268892e-12
5.000000000000000000e-01,-6.370318289380364581e-13
5.100000000000000089e-01,4.351966261016710618e-13
5.200000000000000178e-01,1.836634422456865266e-12
5.300000000000000266e-01,2.072377694105342920e-12
5.400000000000000355e-01,-2.806153340488690513e-13
5.500000000000000444e-01,-2.624153583600186656e-12
5.600000000000000533e-01,6.442111101057351828e-13
5.700000000000000622e-01,2.404574047484624574e-12
5.799999999999999600e-01,-3.209260746262927268e-12
5.899999999999999689e-01,2.308400285360059828e-12
5.999999999999999778e-01,-1.435926058200590907e-12
6.099999999999999867e-01,1.204315499918723738e-12
6.199999999999999956e-01,-2.285862879406995110e-12
6.300000000000000044e-01,3.765789305387245830e-12
6.400000000000000133e-01,-3.762068768020107459e-12
6.500000000000000222e-01,-7.499402113026886324e-13
6.600000000000000311e-01,4.644773009538791080e-12
6.700000000000000400e-01,1.948994111061951866e-12
6.800000000000000488e-01,-2.511727849970732238e-12
6.900000000000000577e-01,-4.557527643955990915e-12
7.000000000000000666e-01,-5.056193842589838078e-12
7.099999999999999645e-01,-4.959235031072980865e-12
7.199999999999999734e-01,-3.746571691119125634e-12
7.299999999999999822e-01,1.608728903972549153e-12
7.399999999999999911e-01,5.772928200286185398e-12
7.500000000000000000e-01,-1.572292447268371291e-12
7.600000000000000089e-01,-3.848900109846145649e-12
7.700000000000000178e-01,5.571824294620258462e-12
7.800000000000000266e-01,-5.646756230405632881e-12
7.900000000000000355e-01,3.459220559054998532e-12
8.000000000000000444e-01,2.377003859772396040e-12
8.100000000000000533e-01,-6.627364073329268106e-12
8.200000000000000622e-01,-4.803641501317389305e-12
8.300000000000000711e-01,-1.894554499480341161e-12
8.399999999999999689e-01,-2.280007177273501552e-12
8.499999999999999778e-01,-5.757405642801409540e-12
8.599999999999999867e-01,-5.440625576627862650e-12
8.699999999999999956e-01,5.983658662355002677e-12
8.800000000000000044e-01,-3.809098855234550113e-12
8.900000000000000133e-01,4.871238808272988196e-12
9.000000000000000222e-01,-6.505035480247951804e-12
9.100000000000000311e-01,-2.726484361294227550e-12
9.200000000000000400e-01,2.387083327011877595e-13
9.300000000000000488e-01,-2.510210096641801932e-12
9.400000000000000577e-01,-5.041349953027949655e-12
9.500000000000000666e-01,4.957827886384130205e-12
9.599999999999999645e-01,-3.596064805047638529e-12
9.699999999999999734e-01,-3.520983289416258085e-12
9.799999999999999822e-01,-2.712299468956087082e-12
9.899999999999999911e-01,1.040639978095045787e-12
1.000000000000000000e+00,1.999995909538720440e+01
1.010000000000000009e+00,2.019995652058879188e+01
1.020000000000000018e+00,2.039997326417419998e+01
1.030000000000000027e+00,2.059998656461076649e+01
1.040000000000000036e+00,2.079997419322716468e+01
1.050000000000000044e+00,2.099996272340400694e+01
1.060000000000000053e+00,2.119996095775382372e+01
1.070000000000000062e+00,2.139997212898557777e+01
1.080000000000000071e+00,2.159995702055688938e+01
1.090000000000000080e+00,2.179998424734053586e+01
1.100000000000000089e+00,2.199998593401098290e+01
