I_normalized,V_normalized
0.000000000000000000e+00,-1.230322741510369355e-11
1.000000000000000021e-02,-1.240743219187159362e-13
2.000000000000000042e-02,-5.147562478595261111e-12
2.999999999999999889e-02,-1.053605773027911124e-12
4.000000000000000083e-02,3.064575411645801349e-13
5.000000000000000278e-02,-5.608080810249483220e-13
5.999999999999999778e-02,-2.088172936868141909e-12
7.000000000000000666e-02,-5.451442583118679076e-13
8.000000000000000167e-02,1.158316723511989707e-12
8.999999999999999667e-02,-6.191936986506171217e-13
1.000000000000000056e-01,-1.530856172424735949e-12
1.100000000000000006e-01,7.554968472618099898e-13
1.199999999999999956e-01,9.545332629217078623e-13
1.300000000000000044e-01,-1.360995222016129942e-12
1.400000000000000133e-01,-1.482983507572415586e-13
1.499999999999999944e-01,1.314083224861520791e-12
1.600000000000000033e-01,-1.018064206046021230e-12
1.700000000000000122e-01,-1.815074543761838777e-13
1.799999999999999933e-01,1.047112479812455806e-12
1.900000000000000022e-01,-1.174115212611194513e-12
2.000000000000000111e-01,3.535325695678458790e-13
2.099999999999999922e-01,4.667663821363557024e-13
2.200000000000000011e-01,-8.775587887088899882e-13
2.300000000000000100e-01,1.067055458651039455e-12
2.399999999999999911e-01,-7.563159164596005169e-13
2.500000000000000000e-01,4.847663912953011442e-13
2.600000000000000089e-01,-2.053567551516035213e-13
2.700000000000000178e-01,4.396379363614581628e-14
2.800000000000000266e-01,-4.039924068121457559e-14
2.899999999999999800e-01,3.672593941237280117e-14
2.999999999999999889e-01,-7.239457333406094539e-14
3.099999999999999978e-01,1.478061470465327430e-13
3.200000000000000067e-01,-2.195993592886842302e-13
3.300000000000000155e-01,1.775913865475356759e-13
3.400000000000000244e-01,-1.505060483740430420e-13
3.500000000000000333e-01,-8.235748223789212668e-14
3.599999999999999867e-01,-1.323967538616784910e-13
3.699999999999999956e-01,2.856347769875105347e-13
3.800000000000000044e-01,8.471076706159196890e-14
3.900000000000000133e-01,-4.125423721735555375e-13
4.000000000000000222e-01,1.944624538489401658e-13
4.100000000000000311e-01,6.688453153341190341e-13
4.199999999999999845e-01,1.088718587838036513e-13
4.299999999999999933e-01,-8.439490543780968513e-13
4.400000000000000022e-01,-9.564863318996106221e-13
4.500000000000000111e-01,-6.581942608758309504e-13
4.600000000000000200e-01,-2.204492127002272962e-13
4.700000000000000289e-01,2.242987867610389978e-13
4.799999999999999822e-01,3.948735567356016654e-13
4.899999999999999911e-01,2.195566042091529824e-13
5.000000000000000000e-01,-3.817181642621654294e-13
5.100000000000000089e-01,-1.358605933121560030e-12
5.200000000000000178e-01,-2.096274416144313053e-12
5.300000000000000266e-01,-1.545718270447141782e-12
5.400000000000000355e-01,1.405992516767001886e-12
5.500000000000000444e-01,2.254778916750819361e-12
5.600000000000000533e-01,-1.750036361875564065e-12
5.700000000000000622e-01,-1.227658557933427875e-12
5.799999999999999600e-01,3.118335532778481405e-12
5.899999999999999689e-01,-3.115948888085961771e-12
5.999999999999999778e-01,2.797554351877805828e-12
6.099999999999999867e-01,-2.814161632051723129e-12
6.199999999999999956e-01,3.505529740238848482e-12
6.300000000000000044e-01,-4.009936910460090630e-12
6.400000000000000133e-01,1.835094979739729616e-12
6.500000000000000222e-01,2.883864131811701230e-12
6.600000000000000311e-01,-3.454174422831942795e-12
6.700000000000000400e-01,-3.927116129872641206e-12
6.800000000000000488e-01,-6.622053600720916276e-13
6.900000000000000577e-01,2.008278894682936915e-12
7.000000000000000666e-01,2.970444630979415874e-12
7.099999999999999645e-01,2.171354387429069404e-12
7.199999999999999734e-01,-1.198569993875144397e-12
7.299999999999999822e-01,-5.441557467813244252e-12
7.399999999999999911e-01,-3.289297174417491693e-12
7.500000000000000000e-01,5.741346876658567992e-12
7.600000000000000089e-01,-2.309796589515124419e-12
7.700000000000000178e-01,-6.900159703999373613e-13
7.800000000000000266e-01,6.165769554565297681e-13
7.900000000000000355e-01,2.706786238209369444e-12
8.000000000000000444e-01,-6.534708200265741770e-12
8.100000000000000533e-01,-5.851607344970400208e-12
8.200000000000000622e-01,-5.485973908939798221e-12
8.300000000000000711e-01,-3.150618641868057461e-12
8.399999999999999689e-01,-3.517068539912431101e-12
8.499999999999999778e-01,-6.470362280473080517e-12
8.599999999999999867e-01,-2.731616144359927786e-12
8.699999999999999956e-01,7.108659833953716802e-12
8.800000000000000044e-01,-6.119266280644579028e-12
8.900000000000000133e-01,6.804018892091689764e-12
9.000000000000000222e-01,-4.896790899057719602e-12
9.100000000000000311e-01,-5.550431538547562336e-12
9.200000000000000400e-01,-3.550617676551442611e-12
9.300000000000000488e-01,-5.384361933642199864e-12
9.400000000000000577e-01,-3.168402525947052688e-12
9.500000000000000666e-01,4.552765334410187517e-12
9.599999999999999645e-01,-2.107685945123704821e-12
9.699999999999999734e-01,-3.268970600588811128e-12
9.799999999999999822e-01,-2.088735022020112337e-12
9.899999999999999911e-01,8.935019915609764893e-13
1.000000000000000000e+00,1.999995888702753533e+01
1.010000000000000009e+00,2.019995635820307456e+01
1.020000000000000018e+00,2.039997306534354138e+01
1.030000000000000027e+00,2.059998644746870866e+01
1.040000000000000036e+00,2.079997389533205521e+01
1.050000000000000044e+00,2.099996270929018038e+01
1.060000000000000053e+00,2.119996087437369070e+01
1.070000000000000062e+00,2.139997257125306618e+01
1.080000000000000071e+00,2.159995597193967853e+01
1.090000000000000080e+00,2.179998418739192800e+01
1.100000000000000089e+00,2.199998682345085399e+01
